1,1,5,4,7,8,8
1,1,3,2,7,9,8
0.2,0.3333333333333333,1,0.5,5,6,6
0.25,0.5,2,1,5,7,6
0.14285714285714285,0.14285714285714285,0.2,0.2,1,2,3
0.125,0.1111111111111111,0.16666666666666666,0.14285714285714285,0.5,1,1
0.125,0.125,0.16666666666666666,0.16666666666666666,0.3333333333333333,1,1
